Transcript_ID,Gene_Symbol,SRR1552444,SRR1552445,SRR1552446,SRR1552447,SRR1552448,SRR1552449,SRR1552450,SRR1552451,SRR1552452,SRR1552453,SRR1552454,SRR1552455
ENSMUST00000100164.5,Hoxc4,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000100171.3,Hspa5,0,0,1,0,0,0,1,1,0,1,0,1
ENSMUST00000100220.5,Spout1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000100225.9,Sptan1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000100241.10,Ralgds,0,0,1,0,0,0,0,0,0,0,0,1
ENSMUST00000100309.3,Alg10b,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000100411.4,Pfkfb3,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000100439.10,Sun2,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000100484.6,Eif3d,0,0,0,1,0,1,0,0,0,0,0,0
ENSMUST00000100497.11,Actb,0,0,0,1,0,0,0,1,1,0,1,0
ENSMUST00000100523.7,Hoxb2,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000100770.9,Ptpn11,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000100816.8,Med13l,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000100841.9,Eps8,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000100928.11,Rabep1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000101004.9,Per1,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000101014.9,Rpl26,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUST00000101029.4,Inf2,0,1,0,0,0,0,1,0,0,0,0,1
ENSMUST00000101066.10,Ncor1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000101095.9,Ctps2,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000101127.12,Fryl,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000101202.10,Ylpm1,2,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000101205.3,Col4a6,0,0,0,0,0,0,0,1,0,1,0,0
ENSMUST00000101225.2,Psen1,0,0,0,1,0,0,0,0,0,1,0,0
ENSMUST00000101245.4,Mob1a,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000101249.9,Hnrnpab,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000101376.3,Plb1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000101388.4,Zxdb,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000101454.9,Flna,0,0,0,0,0,0,2,0,1,1,0,1
ENSMUST00000101613.3,Ap1b1,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000101617.9,Flnc,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000101640.10,Limk2,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000102476.5,B2m,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000102483.5,Rpl23a,0,1,3,0,0,0,0,1,1,1,0,0
ENSMUST00000102536.11,Rpl11,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000102578.11,Ankrd13a,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000102582.8,Acacb,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000102590.11,Kpna6,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000102593.11,Eif3i,0,1,0,0,0,1,0,1,0,0,0,1
ENSMUST00000102597.5,Hdac1,0,0,0,0,0,0,0,1,1,0,0,0
ENSMUST00000102598.4,Rbbp4,0,0,0,1,0,0,0,0,0,0,0,1
ENSMUST00000102605.3,Per1,1,2,0,0,0,1,0,0,0,0,0,0
ENSMUST00000102625.11,Sars,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000102672.5,Nfe2l2,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000102678.5,H2-T23,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000102696.5,Rps8,0,3,1,1,0,0,0,3,0,3,1,1
ENSMUST00000102736.9,Nrd1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000102754.11,Pkp4,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000102774.11,Sqstm1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000102776.5,Rnf130,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000102781.10,Jak1,0,0,1,0,0,0,1,0,0,0,0,0
ENSMUST00000102782.4,Gm2000,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000102811.10,Rpl12,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000102814.5,Rps6,1,2,0,3,1,0,0,1,1,0,0,0
ENSMUST00000102840.5,Ass1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000102841.8,Rtn4,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000102843.10,Rtn4,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000102844.4,Rps27a,1,2,0,0,0,1,0,0,0,0,0,0
ENSMUST00000102845.11,Rps27a,2,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000102866.10,Set,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000102875.11,Ugp2,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000102889.10,Ecpas,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000102898.5,Rpl7a,0,1,3,0,0,0,0,0,0,1,0,0
ENSMUST00000102910.4,Wap,0,0,3,7,37,34,0,0,1,0,0,1
ENSMUST00000102919.4,Abca2,0,0,0,0,0,0,0,1,1,0,0,0
ENSMUST00000102925.4,Uap1l1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000102926.5,Anp32b,0,0,0,0,0,0,1,0,0,1,0,0
ENSMUST00000102930.10,Ewsr1,1,0,0,1,0,0,0,0,1,0,0,0
ENSMUST00000102935.10,Arrdc1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000102970.5,Prkcq,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000103002.8,Ywhaq,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000103013.10,Tbcd,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000103018.11,Slc38a10,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000103075.11,Nsf,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000103077.2,Plcd3,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000103079.4,Cttn,0,1,0,0,0,0,0,0,1,0,0,0
ENSMUST00000103096.10,Wfdc3,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000103102.10,Ptges3l,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000103114.8,Stat3,0,1,0,0,0,1,1,0,0,0,1,0
ENSMUST00000103115.8,Plcg1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000103122.10,Tgm2,0,0,0,0,1,0,1,0,0,0,0,0
ENSMUST00000103139.11,Thra,0,0,1,0,0,0,0,0,0,0,1,0
ENSMUST00000103146.5,Rpl23,2,4,1,1,0,3,0,0,0,1,0,0
ENSMUST00000103147.5,Psmb3,0,0,0,0,1,0,0,0,0,1,0,0
ENSMUST00000103148.8,Pcgf2,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000103172.4,Dstn,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000103199.9,Snrpb,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000103220.4,Snrnp200,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000103234.2,Fbn1,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000105038.3,Gm3550,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000105235.10,Smarcc2,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000105256.10,Ctdsp2,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000105336.9,Dot1l,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000105366.2,Atp5d,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000105372.9,Gpx4,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000105470.9,Man1a,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000105651.8,Gpr153,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000105675.8,Park7,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000105680.9,Rere,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000105691.8,Clstn1,1,0,0,0,0,0,1,0,0,1,0,0
ENSMUST00000105778.8,Prdm2,0,0,1,0,0,0,0,0,1,0,0,0
ENSMUST00000105831.9,Eif4g3,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000105850.8,Hnrnpr,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000105874.9,Slc30a2,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000105894.11,Rps6ka1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000105991.9,Pum1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000105999.9,Tinagl1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000106003.2,Rplp2,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000106023.8,Irf7,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000106027.9,Phrf1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000106039.9,Pkp3,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000106090.8,Gjb4,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000106139.8,Dhx32,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000106158.9,Aspscr1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000106215.11,Actg1,0,2,3,0,0,0,1,2,0,0,0,0
ENSMUST00000106216.3,Actb,0,0,1,1,0,0,0,0,0,0,0,0
ENSMUST00000106241.8,Pabpc4,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000106251.10,Fus,0,1,0,0,0,0,1,0,0,0,0,0
ENSMUST00000106262.2,Zfp668,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000106298.10,Scmh1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000106307.9,Hivep3,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000106388.9,Sphk1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000106425.4,Srp68,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000106447.9,Eif2b3,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000106461.8,Itgb4,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUST00000106470.8,Prdx1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000106475.2,Gpbp1l1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000106484.8,Mast2,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000106487.9,Eef2k,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000106513.10,Mknk1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000106588.8,Rps15a,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000106645.8,Mical2,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000106663.2,Galnt18,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000106746.8,Helz,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000106753.3,Tmem59,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000106763.8,Bptf,0,0,1,0,0,0,0,0,1,0,0,0
ENSMUST00000106843.8,Smarcd2,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000106845.9,Hipk1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000106901.2,Pde4b,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000106904.9,Pde4b,0,0,0,1,1,0,0,0,0,0,0,0
ENSMUST00000106908.9,Pde4b,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000106911.8,Pde4b,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000106930.8,Dnajc6,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000106985.8,Folr1,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000106989.3,Mapt,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000107032.3,Arhgef17,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000107040.10,Acbd4,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000107094.2,Jun,1,0,0,0,1,0,2,0,1,0,0,0
ENSMUST00000107096.2,Rps3,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUST00000107107.9,Plaa,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000107150.8,Hdac5,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000107153.3,Rsf1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000107160.8,Arnt,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000107209.8,Gabpb2,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000107213.8,Nbr1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000107234.3,Eed,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000107246.2,Nfib,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000107305.8,Hdgfl3,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000107368.9,Unc45a,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000107377.10,Tnc,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000107384.10,Idh2,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000107385.2,Acly,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000107389.8,Acly,0,0,1,1,0,0,0,0,0,0,0,0
ENSMUST00000107392.8,Anpep,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000107403.2,Jup,0,0,0,0,0,1,0,0,0,1,1,0
ENSMUST00000107409.5,Mfge8,1,1,0,0,2,3,0,0,1,0,0,0
ENSMUST00000107411.3,Krt15,0,0,0,0,0,0,1,1,0,1,1,1
ENSMUST00000107475.9,Rara,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000107539.8,Cdk12,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000107545.9,Med1,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000107619.3,Klf4,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000107658.8,Nfe2l1,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUST00000107739.8,Itga3,0,0,1,0,0,0,0,0,0,1,0,0
ENSMUST00000107748.2,Ppp1r9b,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000107756.4,Coro2a,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000107772.8,Tstd2,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000107821.9,Luc7l3,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000107845.4,Clta,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000107865.9,Tmem8b,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000107866.9,Tmem8b,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000107886.9,Rgp1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000107899.10,Myh14,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000107913.10,Tpm2,0,0,0,0,0,0,3,0,0,1,1,0
ENSMUST00000107914.10,Tpm2,0,0,0,0,0,0,0,0,0,1,4,1
ENSMUST00000107985.10,Postn,0,0,0,0,0,0,1,0,1,0,0,1
ENSMUST00000108089.8,Bag1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000108105.2,Gm5148,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000108210.9,Ttc14,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000108249.9,Prkci,0,0,0,0,0,0,1,0,1,0,0,0
ENSMUST00000108304.9,Gem,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000108311.9,Esrp1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000108319.9,Ints8,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000108325.9,Cp,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000108328.8,Cp,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000108334.8,Asph,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000108369.9,Ltbp4,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000108425.8,Crk,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000108428.8,Rps19,0,1,0,0,1,0,0,0,0,0,0,1
ENSMUST00000108430.10,Rps19,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000108450.5,Nectin2,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000108451.4,Apoc1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000108459.9,Klc3,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000108461.8,Ercc2,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000108596.8,Cldn7,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000108610.8,Eif5a,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000108623.8,Rps9,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000108625.8,Rps9,0,0,0,0,0,0,0,0,1,1,0,1
ENSMUST00000108634.9,Nlgn2,0,0,0,0,0,0,0,0,1,1,0,0
ENSMUST00000108639.8,Zbtb4,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000108677.2,Usp43,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000108707.3,Ubc,0,0,0,0,0,0,1,0,0,1,0,0
ENSMUST00000108714.2,Mapk7,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000108718.2,Dhrs7b,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000108840.4,Tcf25,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000108858.8,Sparc,0,0,0,0,0,0,0,0,1,1,0,0
ENSMUST00000108876.9,Ythdf1,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000108883.10,Anxa6,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000108972.4,Crispld2,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000109085.8,Gnas,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000109086.8,Ube2b,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000109103.4,Hnrnpab,1,1,0,0,0,0,0,0,1,0,0,0
ENSMUST00000109111.2,Clk4,0,0,0,1,0,0,0,0,0,1,0,0
ENSMUST00000109159.3,Tshz2,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000109175.9,Atp9a,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000109207.10,Ube2v1,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000109226.5,Pelo,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000109238.9,Stau1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000109261.11,Clint1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000109267.9,Map3k1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000109309.9,Shank3,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000109316.8,Pltp,0,0,0,0,0,0,0,0,0,1,0,1
ENSMUST00000109331.9,Plxnb2,1,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000109354.10,Npm1,1,0,0,0,0,0,0,1,0,1,0,0
ENSMUST00000109367.10,Slpi,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000109384.10,Tomm34,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000109468.3,Top1,0,0,0,0,0,0,2,1,0,1,0,0
ENSMUST00000109547.2,Nup93,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000109551.8,Xpo1,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000109554.3,Zc3h7b,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000109563.9,Ehbp1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000109594.8,Slc1a4,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000109604.9,Rbm12,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000109605.5,Atf4,1,1,0,0,0,0,0,2,0,1,1,1
ENSMUST00000109614.9,Chd9,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000109651.9,Cobl,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000109685.8,Itch,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000109687.9,Triobp,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000109691.4,Rapgef5,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000109699.11,Nsun2,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000109764.8,Nfix,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000109820.5,Bcl2l1,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000109895.2,Gas2l1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000109897.8,Ap1b1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000109901.9,Papola,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000109921.9,Dbn1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000109985.8,Pes1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000110005.8,Rin2,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000110030.10,Snx5,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000110036.11,Ptk2,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUST00000110217.10,Col14a1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000110315.2,Slc20a1,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000110320.9,Zc3h6,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000110352.10,Srsf5,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000110378.9,Snx25,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000110617.2,Cplane1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000110648.8,Trp53bp1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000110690.9,Oxct1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000110691.10,Akr1e1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000110727.2,Cyth3,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000110731.4,Kdelr2,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000110857.5,Dld,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000110882.8,Sun1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000110891.8,Tatdn3,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000110894.9,Tpt1,2,2,2,1,0,1,3,0,0,2,0,1
ENSMUST00000110936.8,Taf6,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000111110.3,Eif3m,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000111171.6,Pom121,1,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000111188.5,Bcl7b,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000111261.12,Gtf2i,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000111286.9,Nectin4,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000111314.2,Adamts4,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000111316.9,Ambra1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000111333.2,Zfp408,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000111336.10,Sdhc,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000111343.2,Ran,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000111349.9,Pacsin3,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000111351.10,Uap1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000111393.8,Ncor2,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000111394.8,Ncor2,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000111417.9,Zfp664,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000111450.3,Gpr161,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000111452.8,Celf1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000111605.9,Tnks1bp1,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000111641.2,Serping1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000111696.8,Ctnnd1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000111703.2,Bhlhe41,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000111713.2,Arpc3,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000111740.9,Itgav,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000111764.8,Qsox1,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000111817.8,Gmfb,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000111899.8,Pprc1,0,0,0,0,0,0,1,0,0,1,0,0
ENSMUST00000111916.2,Fam234b,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000111991.9,Dhx30,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000112090.2,Dynll1,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUST00000112096.9,Rnf10,0,0,0,0,0,0,0,1,0,1,0,0
ENSMUST00000112097.8,Rnf10,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUST00000112172.4,Tmsb4x,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000112198.3,Kdm5b,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000112201.8,Gorasp2,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000112231.9,Entpd1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000112237.2,Adipor1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000112239.9,Mvk,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000112314.8,Txlng,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000112384.10,Rps24,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000112390.8,Chd4,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000112392.8,Chd4,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000112430.8,Cobll1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000112498.3,Crim1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000112530.8,Pex5,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000112550.8,Baz2b,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000112560.8,Fgfrl1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000112568.8,Tanc1,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000112588.9,Kdm5c,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000112598.9,Rpl15,1,0,0,0,0,0,0,0,0,1,0,0
