Gene_Symbol,SRR1552444,SRR1552445,SRR1552446,SRR1552447,SRR1552448,SRR1552449,SRR1552450,SRR1552451,SRR1552452,SRR1552453,SRR1552454,SRR1552455
Tada2a,1,0,0,0,0,0,0,0,0,0,0,0
Taf4b,0,0,0,0,1,0,0,0,0,0,0,0
Taf6,0,0,0,0,0,1,0,0,0,0,0,0
Taf9,1,0,0,0,0,0,0,0,0,0,0,0
Tafazzin,0,0,0,0,0,1,0,0,0,0,0,0
Tagln,0,0,0,0,0,0,4,0,1,2,2,4
Taldo1,0,0,0,1,1,1,0,0,0,0,0,0
Tanc1,0,0,0,0,0,0,0,0,1,1,1,0
Taok1,1,0,0,0,0,0,0,0,0,0,0,0
Tap1,0,1,0,0,0,0,0,0,0,0,0,0
Tap2,0,0,0,0,0,0,0,0,0,1,0,1
Tapt1,0,0,0,0,0,0,0,0,0,0,0,1
Tardbp,0,0,0,0,0,1,0,1,0,0,0,0
Tars,0,0,0,0,0,0,0,0,1,0,1,0
Tatdn2,1,0,1,0,0,0,0,0,0,0,0,0
Tatdn3,0,0,0,0,0,0,0,0,0,0,0,1
Tax1bp1,0,0,0,0,0,0,1,1,0,0,0,0
Tbc1d10a,0,0,0,0,1,0,0,0,0,0,0,0
Tbc1d12,1,0,0,0,0,0,0,0,0,0,0,0
Tbc1d14,0,0,0,0,0,0,0,0,0,1,0,0
Tbc1d16,0,1,0,0,0,0,1,0,0,0,0,0
Tbc1d32,0,0,0,0,0,0,0,0,0,1,0,0
Tbc1d4,0,0,0,0,0,0,1,0,0,0,0,0
Tbc1d8,0,0,0,0,0,1,0,0,0,0,0,0
Tbc1d9,0,0,0,0,0,0,0,0,1,0,0,0
Tbcd,0,1,0,0,0,0,0,0,0,0,0,0
Tbce,0,0,0,0,0,1,0,0,0,0,0,0
Tbrg4,0,0,1,0,0,0,0,0,0,0,0,0
Tcaf1,0,0,0,0,0,0,0,0,0,0,0,1
Tcaf2,1,0,0,0,0,1,0,0,0,0,0,0
Tceal9,0,0,0,0,1,0,0,0,0,0,0,0
Tcerg1,0,0,1,0,0,0,0,0,0,0,0,0
Tcf12,0,0,0,0,0,0,0,0,0,0,0,1
Tcf20,0,0,0,0,0,0,0,0,0,1,0,0
Tcf25,0,1,0,0,0,0,0,0,0,0,0,0
Tcf4,0,0,0,0,0,0,0,0,1,0,0,0
Tcf7l2,0,0,1,0,0,0,0,0,0,0,0,0
Tcim,0,0,0,0,0,0,0,0,0,0,1,0
Tcirg1,0,0,1,0,0,0,0,0,0,0,0,0
Tcp1,0,0,0,0,0,0,0,0,1,0,0,0
Tctn2,1,0,0,0,0,0,0,0,0,0,0,0
Tead2,0,0,1,0,0,0,0,0,0,0,0,0
Tead3,0,0,0,0,0,0,0,0,0,0,0,1
Tecr,0,0,0,0,0,0,0,0,0,1,1,0
Tenm2,0,0,0,0,0,0,0,1,0,0,0,0
Tenm3,0,0,0,0,0,0,0,0,0,1,0,0
Tent2,0,0,1,1,0,0,0,0,0,0,0,0
Tent4a,1,0,0,0,0,0,0,0,0,0,0,0
Tes,0,0,0,0,0,0,0,0,0,0,3,0
Tfap2a,0,0,0,0,0,0,0,1,0,0,0,0
Tfap2c,0,0,2,0,0,0,0,0,0,0,0,0
Tfb2m,0,0,0,0,0,0,1,0,0,0,0,0
Tfdp1,0,1,0,0,0,0,0,0,0,0,0,0
Tgfbr2,0,0,0,0,0,0,0,0,1,0,0,0
Tgfbr3,0,0,0,0,0,0,0,0,0,1,0,0
Tgif1,0,0,0,0,1,0,0,0,0,0,0,0
Tgm2,0,0,0,0,1,0,1,0,0,0,0,0
Tgs1,0,0,0,0,0,0,0,1,0,0,0,0
Thada,0,0,0,1,0,0,0,0,0,0,0,0
Thap2,0,0,0,0,0,0,0,0,1,0,0,0
Thbs1,1,0,1,1,0,0,3,3,4,4,3,2
Thoc1,0,1,2,0,0,0,0,0,0,0,0,0
Thoc6,0,0,0,1,0,0,0,0,0,0,0,0
Thra,0,0,1,0,0,0,0,0,0,1,1,0
Thrsp,0,0,0,0,0,1,0,0,0,0,0,0
Timmdc1,0,0,0,0,0,0,1,0,0,0,0,0
Timp2,0,0,0,0,0,0,0,0,0,0,0,1
Timp3,0,0,0,0,0,0,0,0,0,0,1,0
Tinagl1,0,0,0,1,0,0,0,0,0,0,0,0
Tiparp,0,0,0,0,0,0,1,0,0,1,0,0
Tjp1,0,1,0,0,0,0,0,0,0,0,0,0
Tkt,0,1,1,1,2,0,0,0,0,0,0,0
Tle2,0,0,0,1,0,0,0,0,0,0,0,0
Tle3,1,0,0,0,0,0,0,0,0,0,0,0
Tle5,1,0,0,0,0,0,0,0,0,0,0,0
Tln1,0,0,0,0,0,0,0,1,1,2,1,1
Tlr2,0,0,0,0,1,0,0,0,0,0,0,0
Tlr5,0,0,0,0,0,0,0,0,0,1,0,0
Tm4sf1,0,0,0,0,0,0,0,0,0,0,0,1
Tma16,1,0,0,0,0,0,0,0,0,0,0,0
Tmbim4,1,0,0,0,0,0,0,0,0,0,0,0
Tmbim6,0,0,0,0,0,1,0,0,0,0,0,0
Tmc4,0,3,0,0,0,0,0,0,0,0,0,0
Tmc6,0,0,0,0,0,0,0,0,1,0,0,0
Tmcc3,0,0,0,0,0,0,0,0,0,1,0,0
Tmed1,0,0,0,0,0,0,0,1,0,0,0,0
Tmed10,0,1,0,0,0,0,0,0,0,0,0,0
Tmed2,0,0,0,0,0,0,0,0,0,0,1,0
Tmed3,0,2,0,0,0,0,0,0,0,0,0,0
Tmed5,0,1,0,0,0,0,0,0,0,0,0,0
Tmed7,0,1,0,0,0,0,0,0,0,0,0,0
Tmem131,1,0,0,0,0,0,0,0,0,0,0,0
Tmem132a,0,0,0,0,0,0,0,0,0,2,0,1
Tmem165,0,0,0,0,1,0,0,0,0,0,0,0
Tmem176b,0,0,0,0,0,0,1,0,1,0,0,0
Tmem200a,0,0,0,0,0,0,0,0,0,0,1,0
Tmem208,0,0,0,0,1,0,0,0,1,0,0,0
Tmem245,1,0,0,0,0,0,0,0,0,0,0,0
Tmem251,0,1,0,0,0,0,0,0,0,0,0,0
Tmem256,0,0,1,0,0,0,0,0,0,0,0,0
Tmem259,0,0,0,0,0,0,0,0,0,0,1,1
Tmem51,0,1,0,0,0,0,0,0,0,0,0,0
Tmem53,0,0,0,0,0,1,0,0,0,0,0,0
Tmem59,0,2,0,0,0,0,0,0,1,0,0,0
Tmem87a,0,0,0,0,0,0,0,0,1,0,0,0
Tmem8b,0,0,0,0,0,0,1,0,1,0,0,0
Tmem94,0,1,0,0,0,0,0,0,0,0,0,0
Tmsb10,0,0,0,0,0,0,0,0,0,1,0,0
Tmsb4x,0,0,0,1,0,0,0,0,0,0,0,0
Tmtc1,0,0,0,0,0,0,0,1,0,0,0,0
Tmub2,0,0,0,0,0,0,0,0,0,1,0,0
Tnc,0,0,0,1,0,0,0,0,0,0,0,0
Tnf,1,0,0,0,0,0,0,0,0,0,0,0
Tnfrsf12a,0,0,0,0,0,0,0,1,0,0,0,0
Tnfrsf22,0,0,0,0,0,0,0,1,0,0,0,0
Tnfsf9,0,0,0,0,0,0,0,0,0,1,0,0
Tnip1,0,0,0,0,0,0,0,0,0,0,0,1
Tnip2,0,0,0,0,0,0,1,0,0,0,0,0
Tnk2,0,0,0,0,1,0,0,0,0,0,0,0
Tnks1bp1,1,0,0,0,1,0,0,0,0,1,0,0
Tnks2,0,0,0,2,0,0,0,0,1,0,1,0
Tnpo1,0,0,0,0,0,0,1,0,0,0,0,0
Tnrc18,0,0,0,0,0,0,0,0,0,1,0,0
Tnrc6a,0,0,1,0,0,0,0,0,0,0,0,0
Tnrc6b,0,0,1,0,0,0,0,0,0,0,0,0
Tns1,0,0,0,0,0,0,1,0,0,1,3,0
Tns4,0,0,0,0,0,0,0,0,0,1,0,0
Tomm34,0,0,1,0,0,0,0,0,0,0,0,0
Tomm40,0,0,0,0,0,0,0,0,0,0,1,0
Tomm70a,0,0,0,0,0,0,0,0,0,1,0,0
Top1,0,0,0,0,0,0,2,1,0,1,0,0
Top2b,0,0,1,0,0,0,0,0,0,0,0,0
Topors,0,0,1,0,0,0,0,0,1,0,0,1
Tor1aip1,0,1,0,0,0,0,0,0,0,0,0,0
Tor2a,0,0,0,0,0,0,0,1,0,0,0,0
Tpbg,0,0,0,0,0,0,0,1,0,0,2,0
Tpi1,0,0,0,1,0,0,0,0,0,0,0,0
Tpm1,0,0,0,0,0,0,1,2,2,1,0,3
Tpm2,0,0,0,0,0,0,3,1,0,2,6,1
Tpm3,0,0,0,0,0,0,0,2,0,1,0,0
Tpm4,0,0,0,0,0,0,0,0,0,0,1,0
Tpp1,0,0,0,0,0,0,0,1,0,0,0,0
Tpr,0,1,0,0,0,1,0,1,0,0,1,0
Tprkb,0,1,0,0,0,0,0,0,0,0,0,0
Tpt1,4,2,2,1,1,1,5,0,0,2,2,2
Tra2b,0,0,0,0,0,0,0,1,0,0,0,0
Traf4,0,0,0,0,0,1,0,0,0,0,0,0
Traf7,0,0,0,0,0,0,0,1,0,0,0,0
Trafd1,0,0,0,1,0,0,0,0,0,0,0,0
Trak1,0,2,0,1,0,0,0,0,1,0,0,0
Trak2,0,0,0,0,0,0,1,0,0,0,0,0
Trappc10,0,0,0,0,0,0,0,0,0,1,0,0
Trappc11,0,0,0,0,0,1,0,0,0,1,0,0
Trappc12,0,0,0,0,0,0,0,0,0,0,0,1
Trappc2,0,0,0,0,1,0,0,0,0,0,0,0
Trappc4,0,1,0,0,0,0,0,0,0,0,0,0
Trappc6b,0,0,0,0,0,0,0,0,0,1,0,0
Trappc8,0,0,1,0,0,0,0,0,0,0,0,0
Trf,4,5,21,13,35,29,0,0,0,0,0,1
Trib1,0,0,0,0,0,0,0,0,0,0,1,0
Trim28,0,1,1,0,0,1,0,0,2,0,1,0
Trim29,0,0,0,0,0,0,1,0,0,0,0,0
Trim7,0,0,1,0,0,0,0,0,0,0,0,0
Triobp,0,0,0,0,0,0,0,0,0,0,1,0
Trip12,0,0,0,0,0,0,0,0,1,0,0,0
Trmt10c,0,0,0,0,0,0,0,0,0,0,0,1
Trmt11,0,0,0,0,0,0,0,0,1,0,0,0
Trmt6,0,0,0,0,0,0,0,0,0,0,1,0
Tro,0,0,0,0,0,0,0,0,1,1,0,0
Trp53,0,0,0,1,0,0,0,0,0,0,0,0
Trp53bp1,0,0,0,0,0,0,1,0,0,0,0,0
Trp53bp2,0,0,0,0,0,0,1,0,0,0,0,0
Trp53inp2,1,0,0,0,0,0,0,0,0,0,0,0
Trpm4,0,1,0,0,0,1,0,0,0,0,0,0
Trrap,1,0,0,0,0,0,0,0,0,0,0,1
Tsc2,0,0,0,0,0,0,0,1,0,0,0,0
Tsc22d1,0,0,0,0,0,0,1,0,0,0,1,0
Tsg101,1,0,0,0,0,0,0,0,0,0,0,0
Tshz2,0,0,0,0,0,0,1,0,0,0,0,0
Tspan12,0,0,0,0,0,1,0,0,0,0,1,0
Tspan3,1,0,0,0,0,0,0,0,0,0,0,0
Tspan4,0,0,1,0,0,0,0,1,0,0,0,0
Tstd2,0,0,0,0,0,0,0,0,0,0,1,0
Ttc14,0,0,0,0,0,0,0,0,0,0,0,1
Ttc3,0,0,0,0,0,0,1,1,0,0,1,0
Ttc37,0,0,0,0,0,0,0,0,0,0,1,0
Tuba1a,0,0,0,1,0,0,2,2,0,0,0,0
Tuba1b,2,1,0,0,0,0,0,2,1,0,0,1
Tuba1c,0,0,0,0,0,0,0,0,0,0,1,0
Tuba4a,0,0,0,0,0,0,0,0,0,0,1,0
Tubb2a,0,1,0,0,0,0,0,0,0,0,1,0
Tubb2b,0,0,0,1,0,0,0,0,0,0,0,1
Tubb4b,0,0,0,0,0,0,0,0,1,0,0,0
Tubb5,1,0,0,0,0,0,1,0,0,0,1,0
Tubb6,0,0,0,0,0,0,0,1,0,0,0,2
Tubgcp2,0,0,0,0,0,0,1,0,1,0,0,0
Tufm,0,0,0,0,0,0,1,0,0,0,0,0
Txlng,0,0,0,0,0,0,1,0,0,0,0,0
Txn1,1,0,0,0,0,0,0,0,0,0,0,0
Txndc11,0,1,0,0,0,0,0,0,0,0,0,0
Txndc16,0,0,0,0,0,0,1,0,0,0,0,0
Txndc17,0,0,0,0,0,1,0,0,0,0,0,0
Txndc5,0,0,0,0,0,0,0,1,0,0,0,0
Txnip,0,0,0,2,1,1,1,0,0,0,0,0
Txnl4a,0,0,0,0,0,0,0,0,0,1,0,0
Txnrd1,1,1,0,0,0,0,1,1,1,0,0,0
U2af1,0,0,0,0,0,0,0,1,0,0,0,0
U2af2,0,3,0,0,0,0,0,0,0,1,0,0
U2surp,0,0,0,0,0,0,0,0,0,1,0,0
Uap1,0,0,0,0,0,0,0,0,1,0,0,0
Uap1l1,0,0,0,0,0,0,0,0,0,0,0,1
Uba1,0,0,1,0,0,0,0,0,0,0,0,0
Uba52,1,0,1,1,0,0,0,0,0,0,1,0
Ubald2,0,0,0,0,0,0,0,0,1,0,0,0
Ubap2,0,0,0,0,0,0,1,0,0,0,0,0
Ubap2l,0,0,0,0,0,0,1,0,0,0,0,0
Ubb,1,2,2,1,1,1,1,1,4,0,2,1
Ubc,2,0,1,4,2,0,6,3,3,3,6,4
Ube2b,0,1,0,1,0,0,1,0,0,0,0,0
Ube2d2a,0,0,0,0,0,0,0,0,0,1,0,0
Ube2f,0,0,0,0,0,0,0,1,0,0,0,0
Ube2m,0,0,0,0,0,0,1,0,0,0,0,0
Ube2n,1,0,0,0,0,0,0,0,0,0,0,0
Ube2o,0,0,0,1,0,0,0,0,0,0,0,0
Ube2v1,0,0,0,0,0,1,0,0,0,0,0,0
Ube3c,0,0,0,0,1,0,0,0,0,0,0,0
Ubl3,0,0,0,0,0,0,0,0,0,1,0,0
Ubl5,0,0,1,0,0,0,1,0,0,0,0,0
Ubn2,0,0,1,0,0,0,0,0,0,0,0,0
Ubqln1,0,0,0,1,0,0,0,0,0,1,1,0
Ubr4,1,0,0,0,0,0,1,0,0,0,0,0
Ubr5,0,0,0,0,1,0,0,0,0,0,0,0
Ubtd1,0,0,0,0,1,0,0,0,0,0,0,0
Ubxn1,0,0,0,0,1,0,0,0,0,0,0,0
Ubxn2a,0,1,0,0,0,0,0,0,0,0,0,0
Ubxn6,0,0,1,0,0,0,0,0,0,0,0,0
Uchl3,0,0,0,0,0,0,0,0,1,0,0,0
Ucp2,0,0,1,0,0,0,0,0,0,0,0,1
Ugdh,0,1,0,0,0,0,0,0,0,0,0,0
Uggt1,0,1,0,0,0,0,0,0,0,0,0,0
Ugp2,0,0,0,0,0,0,0,0,0,0,1,0
Ugt1a6b,0,0,0,0,0,0,0,0,1,0,0,0
Uhrf1,0,0,0,0,0,0,0,0,1,0,0,0
Uhrf1bp1,1,0,0,0,0,0,0,0,0,0,0,0
Unc45a,0,0,0,0,0,0,0,0,0,0,1,0
Upf2,0,0,0,0,0,0,0,0,1,0,1,0
Upf3a,0,0,0,0,0,0,0,0,0,0,1,0
Uqcrb,0,0,0,0,0,0,1,0,0,0,0,0
Uqcrc1,0,0,0,0,0,0,0,0,1,0,0,0
Uqcrc2,0,0,1,0,0,0,0,1,0,0,1,0
Urb1,0,0,0,0,0,0,0,0,0,1,0,0
Uso1,1,0,0,0,0,0,0,0,0,0,1,0
Usp11,1,0,0,0,0,0,0,0,0,0,0,0
Usp14,0,0,0,0,0,0,0,0,1,0,0,0
Usp16,0,0,0,0,0,0,1,0,0,0,0,1
Usp25,0,0,0,1,0,0,0,0,0,0,0,0
Usp3,0,0,0,0,0,0,0,0,0,0,0,1
Usp34,0,0,0,0,0,1,0,0,0,0,0,0
Usp37,0,0,0,0,0,0,1,0,0,0,0,0
Usp38,0,0,0,0,1,0,0,0,0,1,0,0
Usp39,0,0,0,0,0,0,0,0,0,1,0,0
Usp40,0,0,0,0,0,0,0,0,0,1,0,0
Usp43,0,0,0,0,0,0,0,1,0,0,0,0
Usp48,0,0,0,0,0,0,1,0,0,0,0,0
Usp9x,0,0,0,0,0,0,0,2,0,0,1,0
Utp14a,0,0,0,0,0,0,0,0,0,1,0,0
Utp14b,0,0,0,0,0,0,0,0,0,1,0,0
Utp20,0,0,0,0,0,0,0,0,0,0,1,1
Utrn,0,0,0,0,0,0,0,1,1,0,1,0
Vars2,0,0,0,0,1,0,0,0,0,0,0,0
Vasn,2,0,0,0,0,0,0,0,0,0,0,0
Vasp,0,0,0,0,0,0,0,0,0,0,0,1
Vav3,0,0,0,0,0,0,1,0,0,0,0,1
Vcl,0,0,0,0,1,0,0,0,0,0,3,1
Vcp,0,0,0,0,0,0,2,1,2,1,0,0
Vcpip1,0,0,0,0,0,0,0,1,0,0,0,0
Vdac1,0,0,0,0,0,0,0,0,1,0,0,0
Vdac2,0,0,0,0,0,0,1,0,0,0,0,0
Vegfa,0,0,0,0,0,1,0,0,0,0,0,0
Vezf1,0,0,0,0,0,0,0,1,0,0,0,0
Vim,0,0,0,0,0,0,4,1,0,1,0,3
Vipr1,0,0,0,0,0,0,0,0,0,0,0,1
Vps13a,0,0,1,0,0,0,0,0,0,0,1,0
Vps13d,0,0,0,0,0,0,0,0,0,0,0,1
Vps33b,0,0,0,0,0,0,0,0,0,0,1,1
Vps36,0,0,0,0,0,0,0,0,0,1,0,0
Vps37a,0,0,0,0,0,0,1,0,0,1,0,0
Vps41,0,0,0,0,0,1,0,0,0,0,0,0
Vps50,0,1,0,0,0,0,0,0,0,0,0,0
Vps51,1,0,0,0,0,0,0,0,0,0,0,0
Vps52,0,0,1,0,0,0,0,0,0,0,0,0
Vps53,0,0,0,0,0,0,0,0,0,0,0,1
Vps8,0,0,0,0,1,0,0,0,0,0,0,0
Vwa8,0,0,1,0,0,0,0,0,0,0,0,0
Wac,1,0,0,0,0,0,0,0,0,0,0,0
Wap,0,0,3,7,37,34,0,0,1,0,0,1
Washc1,0,0,0,0,0,1,0,0,0,0,0,0
Wbp11,0,0,0,0,0,0,0,1,0,0,0,0
Wdr1,0,0,0,0,0,0,0,0,0,0,1,0
Wdr13,1,0,0,0,0,0,0,0,0,0,0,0
Wdr26,1,0,0,0,0,0,0,1,0,0,0,0
Wdr3,0,1,0,0,0,0,0,0,0,0,0,0
Wdr35,0,0,0,0,0,0,1,0,0,0,0,0
Wdr43,0,0,0,0,0,0,0,0,2,0,0,0
Wdr45b,0,1,0,0,0,0,0,0,0,0,0,0
Wdr48,0,0,0,0,0,0,1,0,0,0,0,0
Wdr59,0,0,1,0,0,0,0,0,0,0,0,0
Wdr6,0,0,0,0,0,0,1,0,0,0,0,0
Wfdc12,0,0,0,1,1,0,0,0,0,0,0,0
Wfdc18,0,0,0,3,1,2,0,0,0,0,0,0
Wfdc2,0,1,0,0,0,0,0,0,0,0,0,0
Wfdc3,0,0,0,1,0,0,0,0,0,0,0,0
Whamm,0,0,0,0,0,0,0,0,0,0,0,1
Whrn,0,0,0,0,0,0,0,1,0,0,0,0
Wls,0,0,0,1,0,0,0,0,0,0,0,0
Wsb1,0,0,0,0,0,0,0,0,1,0,0,1
Wtap,0,0,1,0,0,0,0,1,0,0,0,0
Wwc1,0,0,0,0,1,0,0,1,0,0,0,0
Xdh,0,0,0,0,1,1,0,0,1,0,0,0
Xpnpep1,0,0,1,0,0,0,0,0,0,0,0,0
Xpo1,0,0,0,0,0,0,0,0,0,1,0,0
Xpo5,0,0,0,0,1,0,1,0,0,0,0,0
Xpot,0,0,1,0,0,0,1,0,0,0,0,0
Xrcc5,0,0,0,0,0,0,1,0,0,0,0,0
Xrn2,0,0,0,0,0,0,0,1,0,0,0,0
Xylt2,0,0,1,0,0,0,0,0,0,0,0,0
Yap1,0,0,1,0,0,0,1,0,0,1,0,0
Ybx1,1,0,0,1,0,0,0,0,0,0,0,0
Ybx3,0,0,0,0,0,1,0,0,0,0,0,0
Yipf5,0,0,0,0,1,0,0,0,0,0,0,0
Ylpm1,2,0,0,0,0,0,0,1,0,1,0,0
Yme1l1,0,0,0,0,0,0,0,0,1,0,0,0
Ythdc1,0,0,0,0,0,0,0,0,0,0,1,0
Ythdf1,0,0,0,0,0,1,0,0,0,0,1,0
Ythdf2,1,0,0,0,0,0,0,0,1,0,0,0
Ywhab,0,0,0,0,0,0,0,0,0,0,1,0
Ywhah,0,0,1,0,0,0,0,0,1,0,0,1
Ywhaq,0,0,0,0,0,1,0,0,0,0,0,0
Ywhaz,0,0,0,0,0,0,0,0,1,0,0,1
Zbed5,0,1,0,0,0,0,0,0,0,0,0,0
Zbtb10,0,0,0,0,0,1,0,0,0,0,0,0
Zbtb20,0,0,0,0,0,0,0,0,0,0,1,0
Zbtb22,0,1,0,0,0,0,0,0,0,0,0,0
Zbtb4,0,0,0,0,0,0,0,0,1,0,0,0
Zbtb40,0,0,0,0,0,0,1,0,0,0,0,0
Zbtb42,1,0,0,0,0,0,0,0,0,0,0,0
Zbtb43,0,0,0,0,0,0,0,0,1,0,0,0
Zbtb48,0,1,0,0,0,0,0,0,0,0,0,0
Zc3h11a,0,0,0,0,0,0,0,0,1,0,1,0
Zc3h13,0,0,1,0,0,0,0,0,0,0,0,0
Zc3h18,0,1,0,1,0,0,0,0,0,0,0,0
Zc3h4,0,0,0,0,1,0,0,0,0,0,0,0
Zc3h6,0,0,0,0,0,0,1,0,0,0,0,0
Zc3h7a,0,0,1,0,0,1,0,0,0,0,0,0
Zc3h7b,0,0,0,0,0,0,0,0,0,0,1,0
Zc3hav1,0,0,0,0,1,0,0,0,0,0,0,0
Zdhhc20,0,0,0,0,0,0,0,1,0,0,0,0
Zdhhc5,0,0,0,0,0,0,0,0,1,0,0,0
Zdhhc6,1,0,0,0,1,0,0,0,0,0,0,0
Zdhhc7,0,0,1,0,0,0,0,0,0,0,0,1
Zfand5,0,0,0,0,1,0,0,0,0,0,0,0
Zfp106,0,0,0,0,1,0,0,0,0,0,0,0
Zfp131,0,0,0,0,0,0,0,0,1,0,0,0
Zfp207,0,0,0,0,0,0,0,1,0,1,0,0
Zfp219,0,0,0,0,0,0,0,0,1,0,0,0
Zfp248,0,1,0,0,0,0,0,0,0,0,0,0
Zfp276,0,0,0,0,0,0,0,0,0,0,1,0
Zfp281,0,0,1,0,0,0,0,0,0,0,0,0
Zfp335,0,0,1,0,0,0,0,0,0,0,0,0
Zfp36,0,1,0,1,0,0,2,2,0,0,4,1
Zfp36l1,0,0,1,0,0,0,0,1,1,1,0,0
Zfp36l2,0,0,1,0,0,0,0,0,0,0,1,1
Zfp395,0,0,0,0,0,0,0,0,1,0,0,0
Zfp407,0,0,0,0,0,0,0,0,0,0,0,1
Zfp408,0,0,0,0,0,0,1,0,0,0,0,0
Zfp513,1,0,0,0,0,0,0,0,0,1,0,0
Zfp521,0,0,0,0,0,0,0,0,0,0,1,0
Zfp523,0,0,0,0,0,0,1,0,0,0,0,0
Zfp524,0,1,0,0,0,0,0,0,0,0,0,0
Zfp532,0,0,0,0,0,0,0,0,0,0,0,1
Zfp54,0,0,0,0,0,1,0,0,0,0,0,0
Zfp598,0,1,0,0,0,0,0,0,0,0,0,0
Zfp608,0,1,0,0,0,0,0,0,0,1,0,1
Zfp622,0,1,0,0,0,0,0,0,0,0,0,0
Zfp638,0,1,0,0,0,0,0,0,0,0,0,0
Zfp644,0,0,0,0,0,0,1,0,0,0,0,0
Zfp664,1,1,0,0,0,0,0,0,0,0,0,0
Zfp668,1,0,0,0,0,0,0,0,0,0,0,0
Zfp747,0,0,0,0,0,0,0,0,0,0,1,0
Zfp839,0,0,0,0,0,0,0,0,0,0,0,1
Zfp865,0,0,0,0,0,0,1,0,0,0,0,0
Zfp954,0,0,1,0,0,0,0,0,0,0,0,0
Zfp959,0,1,0,0,0,0,0,0,0,0,0,0
Zmiz1,0,0,0,0,0,0,0,1,1,0,0,0
Znfx1,1,0,0,0,0,0,1,0,0,0,0,0
Zswim4,1,0,0,0,0,0,0,0,0,0,0,0
Zswim6,1,0,0,0,0,0,0,0,0,0,0,0
Zxdb,1,0,0,0,0,0,0,0,0,0,0,0
Zzz3,0,0,1,0,0,0,0,0,0,0,0,0
mt-Atp6,4,3,9,9,5,5,2,6,2,4,2,4
mt-Atp8,0,1,1,0,1,0,0,0,2,0,1,3
mt-Co1,9,7,11,13,9,8,11,10,7,11,9,9
mt-Co2,3,4,8,8,4,3,8,3,2,3,4,5
mt-Co3,7,2,3,3,1,5,2,5,6,4,5,5
mt-Cytb,2,3,4,3,5,5,2,4,4,3,1,8
mt-Nd1,4,3,3,2,0,1,1,3,2,1,3,3
mt-Nd2,3,1,2,0,0,1,0,4,2,4,1,0
mt-Nd3,1,1,0,0,0,0,0,0,0,1,0,0
mt-Nd4,1,3,7,4,3,0,3,2,1,0,0,3
mt-Nd4l,1,0,2,0,1,0,0,0,0,0,1,0
mt-Nd5,2,2,4,4,2,3,2,1,1,3,0,2
mt-Nd6,0,0,0,0,0,0,0,0,0,0,4,1
