Gene_Symbol,SRR1552444,SRR1552445,SRR1552446,SRR1552447,SRR1552448,SRR1552449,SRR1552450,SRR1552451,SRR1552452,SRR1552453,SRR1552454,SRR1552455
Gne,0,0,1,0,0,0,0,0,0,0,0,0
Gnl1,0,1,0,0,0,0,1,1,0,0,1,0
Gnl2,0,1,1,0,0,0,0,0,0,0,0,0
Gnl3,0,1,0,0,0,0,0,0,0,0,0,0
Gnptab,0,0,1,0,0,0,0,0,0,0,0,0
Gnptg,0,0,0,0,0,0,0,0,0,0,0,1
Golim4,0,1,0,0,0,0,0,0,0,0,0,0
Golm2,0,0,0,0,0,0,2,0,0,0,0,0
Golph3,0,0,1,0,0,0,0,0,0,0,0,0
Gorasp2,0,0,0,1,0,0,0,0,1,0,0,0
Gpbp1l1,0,0,0,0,0,0,0,0,1,0,0,0
Gpc6,0,0,0,0,0,0,0,0,1,0,0,0
Gpi1,0,0,0,0,0,0,1,0,1,0,0,1
Gpr137b,0,0,0,0,0,0,1,0,0,0,0,0
Gpr153,0,0,0,0,0,0,0,0,0,1,0,0
Gpr161,0,0,0,0,0,0,0,0,0,0,1,0
Gpr180,0,0,1,0,0,0,0,0,0,0,0,0
Gpr3,0,0,0,0,0,0,0,0,0,0,1,0
Gprc5a,0,0,0,1,0,0,0,0,0,0,0,0
Gprc5b,0,0,0,0,0,1,0,0,0,0,0,0
Gprin3,0,0,0,0,0,0,1,0,0,0,0,0
Gps1,0,0,1,0,0,0,1,0,0,0,0,0
Gpt,0,0,0,1,0,0,0,0,0,0,0,0
Gpx4,0,0,0,0,0,0,1,0,1,0,0,0
Gramd3,0,0,0,0,0,0,1,0,0,0,0,0
Grcc10,0,0,0,0,0,0,0,1,0,0,0,0
Grina,0,0,0,0,0,0,0,0,1,0,0,0
Grk2,0,1,0,0,0,0,0,0,0,0,0,0
Grpel2,0,0,0,0,0,1,0,0,0,0,0,0
Gsk3a,0,0,0,0,0,0,0,0,0,0,0,1
Gsn,1,0,0,0,0,0,1,0,0,0,1,0
Gstk1,0,1,0,0,0,0,0,0,0,0,0,0
Gstp1,0,0,0,0,0,0,0,0,0,0,1,0
Gstz1,1,0,0,0,0,0,0,0,0,0,0,0
Gtf2b,0,0,0,0,0,0,0,1,0,0,0,0
Gtf2f1,0,0,1,0,0,0,0,0,0,0,0,0
Gtf2i,0,0,0,0,0,0,1,0,0,0,0,1
Gtf2ird2,0,0,0,0,0,0,0,0,0,0,0,1
Gtf3c1,0,0,0,1,0,0,0,0,0,0,0,1
Gtpbp4,1,0,0,0,1,0,0,0,0,0,0,0
Guf1,0,1,0,0,0,0,0,0,0,0,0,0
Gvin1,0,0,0,0,0,0,0,0,0,0,1,0
Gys1,0,0,0,0,0,1,0,0,0,0,0,0
H13,1,0,0,0,0,0,0,0,1,0,0,0
H1f0,0,0,0,0,1,0,0,0,0,0,0,0
H2-D1,0,1,3,1,0,0,1,0,1,0,0,0
H2-K1,1,0,0,0,0,1,0,0,1,0,0,1
H2-Q1,0,0,1,0,0,0,0,0,0,0,0,0
H2-Q4,0,1,2,0,0,0,0,0,0,0,0,0
H2-Q7,0,0,0,0,0,0,1,0,0,0,0,0
H2-T23,0,0,0,0,0,0,0,0,0,1,0,0
H2az1,0,0,0,0,1,0,0,0,0,0,0,0
H3f3a,0,0,0,1,0,0,0,0,0,0,0,0
H3f3b,0,0,1,2,0,0,0,1,0,1,0,0
Hacl1,0,0,0,0,0,0,0,0,0,0,1,0
Hadh,0,0,0,0,0,0,0,1,0,0,0,0
Hadhb,0,0,0,0,0,0,0,0,0,1,0,0
Haus7,0,0,0,0,0,1,0,0,0,0,0,0
Hbegf,1,0,0,0,0,0,0,0,0,0,0,0
Hbp1,0,0,0,0,0,0,0,0,0,0,0,1
Hbs1l,0,0,0,0,0,0,0,0,0,0,0,1
Hcfc1,0,1,0,0,0,0,0,0,0,0,0,0
Hdac1,0,0,0,0,0,0,0,1,1,0,0,0
Hdac2,0,0,0,0,0,0,0,0,0,0,1,0
Hdac4,0,0,0,0,0,0,0,1,1,0,0,0
Hdac5,0,0,0,0,0,0,0,1,0,0,0,0
Hdac6,1,0,0,0,0,0,0,0,0,0,0,0
Hdgf,1,0,0,0,0,0,0,0,0,0,0,1
Hdgfl3,0,0,0,0,0,0,1,0,0,0,0,0
Hdlbp,1,0,0,0,0,0,0,0,1,0,0,0
Hdx,0,0,0,0,0,0,0,0,1,0,0,0
Hebp2,0,0,0,0,0,0,0,0,0,0,1,0
Hectd1,0,1,0,0,0,0,0,0,1,0,1,0
Helz,0,0,0,0,0,0,0,0,0,0,0,1
Helz2,0,0,0,0,0,0,0,0,0,0,0,1
Herc1,0,0,0,0,0,0,0,1,1,0,0,0
Herc2,0,0,0,0,0,0,0,0,0,0,0,1
Hes1,0,1,0,0,0,0,0,0,0,0,0,0
Hexb,0,0,0,0,0,0,1,0,0,0,0,0
Hhipl2,0,0,0,0,0,1,0,0,0,0,0,0
Hibadh,0,0,1,0,0,0,0,0,0,0,0,0
Hip1r,0,0,0,0,0,0,0,1,0,0,0,0
Hipk1,0,0,0,1,0,0,0,1,0,0,0,0
Hivep1,1,0,0,0,0,0,0,0,0,0,0,0
Hivep2,0,0,0,0,0,0,0,1,0,0,0,0
Hivep3,0,0,0,1,0,0,0,0,0,0,0,0
Hk1,0,0,0,0,0,0,0,0,1,0,0,0
Hk2,0,0,0,0,0,0,0,0,0,0,0,1
Hmces,1,0,0,0,0,0,0,0,0,0,0,0
Hmg20a,0,0,0,0,0,0,0,0,0,0,0,1
Hmgb1,0,0,1,0,0,0,0,0,0,1,1,0
Hmgb2,0,0,0,0,0,0,0,0,0,1,0,0
Hmgb3,0,0,0,0,0,0,0,0,0,0,0,1
Hmgcs1,1,0,0,0,0,0,0,0,0,0,0,0
Hmgn1,0,0,0,2,0,0,0,0,0,0,0,0
Hmgn5,1,0,0,0,0,0,0,0,0,0,0,0
Hmgxb4,0,0,0,0,0,0,0,0,0,1,0,0
Hmox1,0,0,0,1,0,0,0,1,0,1,0,0
Hnrnpa0,0,0,0,0,0,0,0,1,0,0,1,0
Hnrnpa1,0,1,0,0,0,0,0,0,0,0,0,0
Hnrnpa2b1,0,0,0,0,0,0,2,2,0,1,0,0
Hnrnpa3,0,0,0,0,0,0,0,0,1,0,0,0
Hnrnpab,1,1,0,0,0,0,1,0,1,1,0,0
Hnrnpc,0,0,0,0,0,0,0,1,1,0,0,0
Hnrnpd,0,0,0,0,1,0,0,0,0,0,0,0
Hnrnpdl,2,0,0,1,0,0,0,0,1,0,0,0
Hnrnpf,0,1,1,0,0,0,0,0,0,0,0,0
Hnrnph1,0,0,0,0,0,0,1,0,0,1,0,1
Hnrnph3,0,0,0,0,0,0,0,0,0,0,0,1
Hnrnpk,0,2,0,0,0,0,0,1,0,0,1,0
Hnrnpl,1,0,0,1,0,0,0,0,0,0,1,0
Hnrnpll,0,0,0,0,0,0,2,0,0,0,0,0
Hnrnpr,0,0,1,0,0,0,0,0,0,0,0,0
Hnrnpu,0,0,0,1,1,0,0,2,1,0,1,0
Hnrnpul2,0,0,1,0,0,0,0,1,0,0,0,0
Hook2,0,0,0,0,0,0,1,0,0,0,0,0
Hoxb2,0,0,0,0,0,0,0,0,0,0,1,0
Hoxc4,0,0,0,0,0,0,0,0,0,0,1,0
Hp,1,0,0,0,0,0,0,0,0,0,0,0
Hras,0,0,0,0,0,0,0,0,0,0,1,0
Hsd17b11,0,1,0,0,0,0,0,0,0,0,0,0
Hsd17b12,0,0,0,1,0,0,0,0,0,0,0,0
Hsp90aa1,1,1,0,2,1,1,0,1,0,1,1,1
Hsp90ab1,2,5,1,2,1,0,3,2,1,3,3,1
Hsp90b1,0,0,1,0,0,0,1,1,2,0,0,1
Hspa1a,0,0,0,0,0,0,1,0,0,1,0,1
Hspa1b,0,0,0,1,0,0,1,0,0,0,0,0
Hspa2,0,0,0,0,0,0,0,1,0,0,1,0
Hspa4,0,1,0,0,0,0,0,0,0,0,0,0
Hspa5,1,0,2,0,0,0,2,4,1,2,1,1
Hspa8,2,3,2,6,1,0,3,5,2,1,7,4
Hspa9,1,0,0,1,0,0,0,0,0,0,0,0
Hspb1,0,0,0,0,0,0,0,0,1,1,0,1
Hspd1,1,0,0,0,0,1,0,0,0,0,0,0
Hspe1,0,0,0,0,0,1,0,0,0,0,0,0
Hspe1-rs1,0,0,0,0,0,0,0,0,1,0,0,0
Hspg2,0,0,0,0,0,0,0,0,2,0,1,0
Htt,0,1,0,1,0,0,0,0,0,1,0,0
Huwe1,0,0,0,2,0,0,1,0,0,0,0,0
Hyou1,0,1,0,0,0,0,0,0,0,0,0,0
Ibtk,0,0,0,0,0,0,1,0,0,0,0,0
Icam1,0,0,0,0,0,0,2,2,0,1,1,2
Ide,0,0,0,0,0,1,0,0,0,0,0,0
Idh2,0,0,0,0,0,1,0,0,0,0,0,0
Idh3b,0,0,0,0,0,0,0,0,0,0,0,1
Idi1,0,0,0,0,0,0,0,0,0,0,0,1
Ier2,0,0,0,0,0,0,1,0,0,0,0,0
Ier3,0,0,1,0,0,0,0,0,0,0,0,0
Ier5,1,0,1,0,1,0,0,0,0,0,0,0
Ifi30,0,0,0,0,0,0,0,0,0,1,0,0
Ifitm2,0,0,0,0,0,0,0,0,0,0,1,0
Ifitm3,0,0,0,0,0,0,0,0,0,0,1,0
Ifrd1,0,1,0,0,0,0,1,0,0,0,1,1
Ifrd2,0,0,0,0,0,0,0,0,1,0,0,0
Igdcc4,0,0,0,0,0,0,0,1,0,0,0,0
Igf2r,1,0,1,0,0,0,0,0,0,0,2,0
Igfbp2,0,0,0,0,0,0,0,0,1,1,0,0
Igfbp5,1,0,0,0,0,0,0,1,0,0,0,0
Igfbp6,0,1,0,0,0,0,0,0,0,0,0,0
Igfbp7,0,0,0,0,0,0,0,0,0,0,1,0
Ik,0,0,0,1,0,0,0,0,0,0,0,0
Ikbkb,0,0,1,0,0,0,0,0,0,0,0,0
Ikzf4,0,0,0,0,1,0,0,1,0,0,0,0
Il17re,0,0,0,1,0,0,0,0,0,0,0,0
Il4ra,1,0,0,0,0,0,0,0,1,0,0,0
Il6st,0,0,0,0,0,0,0,0,0,0,3,0
Ilf2,0,0,0,0,0,0,0,0,1,0,0,0
Ilf3,1,0,0,0,0,0,0,0,0,0,0,0
Ilk,0,1,0,0,0,0,0,0,0,0,0,0
Ilkap,1,1,0,0,0,0,0,0,0,0,1,0
Impa1,0,0,0,0,0,0,0,1,0,0,0,0
Impdh1,0,0,0,0,1,0,0,0,0,0,0,0
Impdh2,1,0,0,0,0,0,0,1,0,0,0,0
Incenp,0,1,0,0,0,0,0,0,0,0,0,0
Inf2,0,1,0,0,0,0,1,0,0,0,0,1
Ing1,0,0,0,0,0,0,0,0,0,0,1,0
Ing3,0,0,0,0,0,0,0,1,0,0,0,0
Ino80,0,1,0,0,0,0,0,0,0,0,0,0
Inpp5e,0,0,0,0,0,0,0,0,0,0,1,0
Inppl1,0,2,0,1,0,0,1,1,0,0,0,0
Ints10,0,0,0,1,0,0,0,0,0,0,0,0
Ints11,0,1,0,0,0,0,0,0,0,0,0,0
Ints8,0,0,0,0,0,0,1,0,0,0,0,0
Ipo4,1,0,0,0,0,0,0,0,0,0,0,0
Ipo5,0,0,0,0,0,0,0,0,2,1,0,0
Ipo7,1,1,0,0,0,0,0,0,0,0,0,1
Ipo9,0,0,0,0,0,0,0,0,0,1,1,0
Iqgap1,0,0,1,0,0,0,0,0,0,1,0,0
Irak1,0,0,1,0,0,0,0,0,0,0,0,0
Ireb2,0,1,0,0,0,0,0,0,0,0,0,0
Irf1,0,0,0,0,1,0,0,0,1,0,2,0
Irf2bp1,0,0,0,0,0,0,0,0,0,0,0,1
Irf2bp2,0,0,0,0,0,0,0,0,0,1,0,0
Irf2bpl,1,0,0,0,0,0,0,0,1,0,0,0
Irf3,0,1,0,0,0,0,0,0,0,0,0,0
Irf7,0,0,0,0,0,0,0,0,1,0,0,0
Irgm1,0,0,0,0,0,0,0,0,1,0,0,0
Irs2,0,0,0,0,0,0,1,0,0,0,0,0
Irx2,0,0,0,0,1,0,0,0,0,0,0,0
Irx3,0,1,0,0,0,0,0,0,0,0,0,0
Irx4,0,0,0,0,0,0,1,0,0,0,0,0
Ism1,0,0,0,0,0,0,0,0,0,1,0,0
Isoc1,0,0,0,0,0,0,0,1,0,0,0,0
Isyna1,0,0,0,0,0,0,0,1,1,0,0,0
Itch,0,0,0,0,0,0,0,0,0,0,0,1
Itga3,0,0,1,0,0,0,0,0,0,1,1,0
Itga5,0,0,0,0,0,0,2,0,0,1,1,1
Itga6,0,0,0,0,0,0,0,0,1,1,2,0
Itga8,0,0,0,0,0,0,1,0,0,0,0,0
Itgav,0,0,0,0,1,0,0,0,0,1,0,0
Itgb1,0,0,0,0,0,0,0,1,1,1,0,0
Itgb4,0,0,0,0,0,0,1,1,0,0,0,0
Itm2b,4,0,0,0,0,0,0,0,0,0,0,1
Itm2c,0,0,0,0,0,0,0,0,0,0,1,0
Itpkc,0,0,0,0,0,0,0,0,2,0,0,0
Itpr1,0,0,0,0,0,0,0,0,1,0,0,0
Itpr3,0,0,0,0,1,0,0,0,0,0,0,0
Ivns1abp,1,0,0,0,0,0,0,0,0,0,0,0
Iws1,0,0,0,0,0,0,0,1,0,0,0,0
Jag1,0,0,0,0,0,0,1,0,0,0,0,0
Jag2,0,0,0,0,0,0,1,0,0,0,1,0
Jak1,0,0,1,0,0,0,1,0,0,0,0,0
Jarid2,0,0,0,0,0,0,0,1,0,0,0,0
Jmjd1c,0,1,0,1,0,0,0,0,1,1,0,0
Jmy,0,0,0,0,0,0,0,0,0,1,0,0
Jph2,0,0,0,0,0,0,0,0,0,0,1,0
Jun,1,0,0,0,1,0,2,0,1,0,0,0
Junb,1,1,0,0,0,0,2,0,2,2,0,0
Jund,2,3,1,0,0,0,0,0,0,1,0,1
Jup,0,0,0,0,0,1,0,1,1,1,2,0
Kansl2,0,0,0,0,0,0,0,1,0,1,0,1
Kat2a,0,1,0,0,0,0,0,0,0,0,0,0
Katna1,1,0,0,0,0,0,1,0,0,0,0,0
Kcmf1,0,0,0,0,1,0,1,0,0,0,0,0
Kcnc3,0,0,1,0,0,0,0,0,0,0,0,0
Kcnk5,0,1,0,0,0,0,0,0,0,0,0,0
Kctd17,0,0,0,0,0,0,0,0,0,1,0,0
Kctd5,0,0,0,0,0,0,1,0,0,0,0,0
Kdelr2,0,0,0,0,0,0,0,0,0,1,0,0
Kdm1a,0,1,0,0,0,0,0,0,0,0,0,0
Kdm2a,0,0,0,0,0,0,0,0,1,0,0,0
Kdm4c,0,0,0,0,0,0,1,0,0,0,0,0
Kdm5b,0,0,0,1,0,0,0,0,0,0,0,0
Kdm5c,0,0,1,0,0,0,0,0,0,1,0,0
Kdm6b,0,0,0,0,1,0,0,0,1,0,0,0
Khdrbs1,0,0,0,1,0,0,0,0,0,0,0,0
Khdrbs3,0,0,0,1,0,0,0,0,0,0,0,0
Kif1b,1,0,1,0,0,0,0,0,0,0,1,0
Kif1c,0,1,0,0,0,0,0,0,0,0,1,1
Kif5a,0,0,0,0,0,0,0,0,0,1,0,0
Kif5b,0,0,0,0,1,0,0,0,0,0,0,0
Kifbp,0,0,0,0,0,0,0,0,0,1,0,0
Klc3,0,0,0,1,0,0,0,0,0,0,0,0
Klf10,0,0,0,0,0,0,0,0,1,0,0,0
Klf4,0,0,0,0,0,0,2,0,0,0,0,0
Klf6,0,1,0,0,0,0,1,0,0,0,0,0
Klhdc2,0,0,0,0,1,0,0,0,0,0,0,0
Klhl21,0,0,0,0,0,0,0,0,0,2,1,0
Klhl22,0,0,0,0,0,0,1,0,0,0,0,0
Klhl5,0,0,0,0,0,0,0,0,0,0,1,0
Klhl9,1,0,0,0,0,0,0,0,0,0,0,0
Kmt2a,0,0,0,0,0,0,0,0,0,1,0,0
Kmt2d,1,0,0,0,0,1,1,0,0,0,0,0
Kntc1,0,0,0,0,0,0,0,0,0,1,0,0
Kpna1,0,1,0,0,0,0,0,0,0,0,0,0
Kpna6,0,0,1,0,0,0,1,0,0,0,0,0
Kpnb1,0,0,0,0,0,0,0,0,0,1,0,0
Kremen1,0,0,0,0,0,0,1,0,0,0,0,0
Krr1,0,0,1,0,0,1,0,0,0,0,0,0
Krt14,0,0,0,0,0,0,3,3,4,7,7,3
Krt15,0,0,0,0,0,0,1,1,0,1,1,1
Krt17,0,0,0,0,0,0,2,3,2,4,0,2
Krt18,6,4,1,3,1,0,0,0,0,0,0,0
Krt19,3,2,0,0,0,0,0,0,0,0,0,0
Krt5,0,0,0,0,0,0,2,3,1,2,2,1
Krt7,0,0,0,1,0,0,0,0,0,0,1,0
Krt8,5,11,4,4,0,0,0,0,1,1,1,0
Ktn1,0,0,0,0,0,0,0,0,0,0,1,0
Lag3,0,0,0,0,0,0,1,0,0,0,0,1
Lalba,0,0,0,1,4,3,0,0,0,0,0,0
Lama1,0,0,0,0,0,0,0,0,2,2,2,1
Lama3,0,0,0,0,0,0,0,2,2,1,1,2
Lama4,0,0,1,0,0,0,0,0,0,0,0,0
Lama5,1,0,1,0,1,1,1,0,0,0,0,0
Lamb1,0,0,0,0,0,0,0,0,0,1,0,0
Lamb3,0,0,0,0,0,0,0,0,0,1,0,0
Lamc1,0,0,0,0,0,0,0,1,0,1,0,0
Lamc2,0,0,0,0,0,0,0,1,1,0,4,0
Lamp1,0,0,0,0,0,0,1,1,0,0,0,1
Lamp2,0,0,0,1,0,0,0,0,0,0,0,0
Lao1,0,0,0,0,8,5,0,0,0,0,0,0
Large2,0,0,0,0,0,0,0,0,0,0,0,1
Larp6,0,0,0,0,0,0,1,0,0,0,0,0
Larp7,0,0,0,0,0,0,0,0,0,1,0,0
Lars,0,0,0,0,0,1,0,0,0,0,0,0
Lars2,1,0,0,0,0,0,0,0,0,0,0,0
Las1l,0,1,1,0,0,0,0,0,0,0,0,0
Lasp1,0,1,0,0,0,0,0,0,0,0,0,0
Lats1,0,0,0,0,0,0,0,0,0,1,0,0
Lats2,0,0,0,0,0,0,0,0,0,1,0,0
Lax1,0,0,0,0,0,0,0,0,0,0,1,0
Lbp,0,0,0,1,0,1,0,0,0,0,0,0
Lcn2,0,0,1,0,1,2,1,0,3,1,1,0
Lcp1,0,0,0,1,0,0,0,0,0,0,0,0
Ldb1,0,0,0,0,0,0,0,0,0,0,0,1
Ldha,1,1,1,0,0,1,1,2,1,1,1,0
Ldlrap1,0,0,0,1,0,0,0,0,0,0,0,0
Leng8,0,1,0,0,0,0,0,0,0,0,0,1
Lgals1,0,0,0,0,0,0,0,1,0,0,0,1
Lgals3bp,0,0,0,0,0,1,0,0,0,0,0,0
Lgals7,0,0,0,0,0,0,1,0,0,0,0,0
Lgr4,0,0,0,0,0,0,1,0,0,0,0,0
Lhfp,0,0,0,0,0,0,0,0,0,0,1,0
Lima1,0,0,0,0,0,0,0,0,0,0,0,1
Lime1,0,0,0,0,0,0,0,0,0,0,0,1
Limk2,0,0,0,0,0,0,0,0,0,1,0,0
Lin7c,0,0,0,0,0,0,0,0,1,0,0,0
Lins1,0,0,0,0,0,0,1,0,0,0,0,0
Lipe,0,0,0,1,0,0,0,0,0,0,0,0
Litaf,0,0,0,2,0,0,0,0,0,0,0,0
Llgl1,0,0,0,0,0,0,1,0,0,0,0,0
Lmbrd1,1,0,0,0,0,0,0,0,0,0,0,0
Lmna,4,3,0,2,0,0,0,1,1,1,1,2
Lmo4,0,0,0,0,0,0,0,0,0,0,0,1
Lmtk2,0,0,0,0,0,0,0,0,0,0,1,0
Lonp1,0,0,0,0,0,0,1,0,0,0,0,0
Lonp2,0,1,0,0,0,0,0,0,0,0,0,0
Lpin1,0,0,1,1,1,0,0,0,0,0,0,0
Lpl,0,0,0,0,1,2,0,0,0,0,0,0
Lrch4,1,0,0,0,0,0,0,0,0,0,0,0
Lrig1,0,0,0,0,0,0,0,0,1,0,0,1
Lrp1,0,0,0,0,0,0,1,0,0,0,0,1
Lrp1b,0,0,0,0,0,0,0,0,0,1,0,0
Lrp4,0,0,0,0,0,0,0,0,1,0,0,0
Lrp6,0,0,0,0,0,0,0,0,0,0,0,1
Lrrc59,0,0,0,0,1,0,0,0,0,0,0,0
Lrrc8a,0,0,0,0,1,0,0,0,0,0,0,0
Lrrfip1,0,0,0,0,0,0,0,0,0,0,0,1
Lrrfip2,0,0,0,0,0,0,0,0,0,0,0,1
Lsm3,1,0,0,0,0,0,0,0,0,0,0,0
Lsm4,0,0,0,0,0,0,0,0,0,1,0,0
Lta4h,0,0,1,0,0,0,0,0,0,0,0,0
Ltbp2,0,0,0,0,0,0,1,0,0,0,0,0
Ltbp4,0,0,0,0,0,0,0,0,0,0,0,1
Ltf,0,1,1,3,3,3,0,0,0,0,0,0
Ltn1,0,1,0,0,0,0,0,0,0,0,0,0
Luc7l2,1,0,0,0,0,0,0,0,0,1,0,0
Luc7l3,0,0,0,0,0,0,0,1,0,0,0,0
Ly6e,1,1,1,0,1,0,0,0,0,0,0,0
Ly6k,0,1,0,0,0,0,0,0,0,0,0,0
Lyrm4,0,1,0,0,0,0,0,0,0,0,0,0
M6pr,0,0,1,0,0,0,1,0,0,1,0,1
Macc1,0,0,1,0,0,0,0,0,0,0,0,0
Maco1,0,0,0,0,0,0,0,1,0,0,0,0
Macrod1,0,0,1,0,0,0,0,0,0,0,0,0
Mad2l2,1,0,0,0,0,0,0,0,0,0,0,0
Maff,0,0,0,1,0,0,0,0,0,0,0,0
Mafk,0,0,0,0,0,0,0,0,1,0,0,0
Maged1,0,1,0,0,0,0,1,0,0,0,0,0
Mageh1,0,0,0,0,0,0,0,0,0,0,0,1
Magi1,0,0,0,0,0,0,0,0,0,0,0,1
Magi3,0,0,0,1,0,0,0,0,0,0,0,0
Magoh,0,0,0,0,0,0,0,0,0,0,0,1
Maml1,0,1,0,0,0,0,0,0,0,0,0,0
Maml3,0,1,0,0,0,0,0,0,0,0,0,0
Man1a,1,0,0,0,0,0,0,0,0,0,0,0
Man2a2,0,0,0,0,0,0,0,0,0,1,0,0
Map1lc3a,0,0,0,0,0,0,0,0,1,0,0,0
Map2k3,0,0,0,1,0,0,0,0,0,0,2,1
Map3k1,1,0,0,0,0,0,0,0,0,0,0,0
Map3k11,0,0,0,0,0,0,1,0,0,0,0,0
Map3k20,1,0,0,0,0,0,0,0,0,0,0,0
Map4,0,0,0,0,0,0,0,0,0,0,0,2
Map4k2,0,0,0,0,0,0,0,0,0,0,0,1
Map7,0,0,0,0,0,0,0,0,0,1,0,0
Map7d1,0,0,0,1,0,0,0,0,0,0,0,0
Mapk1,1,0,0,0,0,0,0,0,0,0,0,0
Mapk6,0,0,1,0,1,0,0,0,0,0,0,0
Mapk7,0,0,0,0,0,1,0,0,0,0,0,0
Mapk8ip3,0,0,0,0,0,0,0,0,0,1,1,0
Mapre1,0,0,0,0,0,0,0,0,1,0,0,0
Mapt,0,0,0,0,0,0,0,0,0,0,0,1
Marchf2,0,0,0,1,0,0,0,0,0,0,1,0
Marchf5,1,0,0,0,0,0,0,0,0,0,0,0
Marchf7,0,0,0,0,0,1,0,0,0,0,0,0
Marcks,0,0,1,0,0,0,0,0,0,0,0,0
Marcksl1,0,0,0,0,0,0,0,0,0,1,0,0
Mark1,0,0,0,0,0,0,0,0,2,0,0,0
Mark3,0,0,1,0,0,0,0,0,0,0,0,0
Mars1,0,1,0,1,0,0,0,0,0,0,0,0
Mast2,0,0,0,0,0,0,1,0,0,0,0,0
Mast4,0,0,0,0,0,1,0,0,0,0,0,0
Mat2a,0,0,0,1,0,0,0,1,0,1,1,0
Matn2,0,0,0,0,0,0,0,0,0,0,1,1
Matr3,0,0,1,1,0,0,0,0,2,0,0,0
Maz,0,0,0,0,0,0,0,0,1,0,0,0
Mbip,0,0,0,0,1,0,0,0,0,0,0,0
Mbnl1,1,0,0,0,0,0,0,0,0,0,0,0
Mbnl2,0,1,0,0,0,0,0,0,0,0,0,0
Mbtps1,0,0,0,0,0,0,1,0,0,0,0,0
Mcam,0,0,0,0,0,0,0,1,0,0,0,0
Mcl1,0,0,0,1,0,0,0,0,0,0,0,0
Mcm3ap,0,0,1,0,0,0,0,1,0,0,0,0
Mcm4,0,0,0,0,2,0,0,0,0,0,1,0
Mcm5,1,0,0,0,0,0,0,0,0,0,0,0
Mdfi,0,0,0,1,0,0,0,0,0,0,0,0
Mdga1,0,0,0,0,1,0,0,0,0,0,0,0
Mdh1,0,0,0,0,1,0,0,0,0,0,0,1
Mdh2,1,0,0,0,0,0,0,0,0,0,0,0
Mdn1,1,0,0,0,0,0,0,0,0,0,0,0
Me1,0,0,0,0,0,1,0,0,0,0,0,0
Meaf6,0,0,0,0,0,0,0,0,1,0,0,0
Med1,0,0,0,0,0,1,0,0,0,0,0,0
Med12,0,0,0,0,1,0,0,0,0,0,0,0
Med13,0,0,2,0,0,0,1,0,0,0,1,0
Med13l,0,0,0,0,0,0,0,1,0,1,0,0
Med14,0,0,0,1,0,0,0,0,0,0,0,0
Med23,0,1,0,0,0,0,0,0,0,0,0,0
Megf6,0,0,0,0,0,0,0,0,0,0,1,0
Met,0,0,0,0,0,0,0,0,0,0,1,0
Metap2,0,0,0,0,1,0,0,1,0,0,0,0
Mettl16,0,0,0,0,0,0,0,0,1,0,0,0
Mex3b,0,0,0,0,0,0,0,1,0,0,0,0
Mex3c,0,0,0,0,0,0,0,0,0,0,0,1
Mfge8,2,3,1,0,2,5,0,1,1,0,0,0
Mfn1,0,0,0,1,0,0,1,0,0,0,0,0
Mfn2,1,0,0,0,0,0,0,0,0,0,0,0
Mfsd11,0,0,0,0,1,0,0,0,0,0,0,0
Mfsd2a,0,0,0,0,0,0,1,0,0,0,0,0
Mgst1,1,0,3,1,0,0,0,0,0,0,0,0
Mia2,0,0,0,1,0,0,0,0,0,0,0,0
Mical2,0,0,0,0,0,0,1,0,0,0,0,1
Mical3,0,0,0,0,0,0,0,0,1,0,1,0
Micall1,0,0,0,1,0,0,0,0,0,0,0,0
Micall2,0,0,0,0,0,0,0,0,2,0,0,0
Micu2,0,0,0,0,1,0,0,0,0,0,0,0
Midn,0,1,1,0,0,0,0,0,0,0,0,1
Mief1,0,0,1,0,0,0,0,0,0,0,0,0
Mien1,0,0,0,0,1,0,0,0,0,0,0,0
Mipol1,0,0,0,0,0,0,0,1,0,0,0,0
Mis12,0,0,0,1,0,0,0,0,0,0,0,0
Mki67,0,0,0,1,0,0,0,0,0,0,0,0
Mknk1,1,0,0,0,0,0,0,0,0,0,0,0
Mknk2,0,0,0,0,0,0,0,1,0,0,0,0
Mlf1,0,0,0,0,0,0,0,1,0,0,0,0
Mme,0,0,0,0,0,0,1,0,0,1,0,1
Mmp14,0,0,0,0,0,0,0,1,1,0,0,1
Mmp2,0,0,0,0,0,0,0,0,1,2,0,0
Mms19,0,1,0,0,0,0,0,0,1,0,0,0
Mob1a,0,0,1,0,0,0,0,0,0,0,0,0
Mob2,0,0,1,0,0,0,0,0,0,0,0,0
Mob3a,0,0,0,0,0,0,0,1,0,0,0,0
Mocs1,0,0,0,0,0,1,0,0,0,0,0,0
Morf4l1,0,0,0,0,0,0,2,0,0,0,0,0
Mpc1,0,0,0,0,1,0,0,0,0,0,0,0
Mphosph10,0,0,1,0,0,0,0,0,0,0,0,0
Mprip,0,0,0,0,0,0,0,0,0,0,1,0
Mrpl23,0,0,0,0,0,0,0,0,1,0,0,0
Mrpl28,0,0,0,0,0,0,0,0,0,1,0,0
Mrpl51,1,0,0,0,0,0,0,0,0,0,0,0
Mrps14,0,0,0,1,0,0,0,0,0,0,0,0
Mrps21,0,0,0,0,0,0,0,1,0,0,0,0
Mrps28,0,0,0,0,1,0,0,0,0,0,0,0
Msh3,0,0,0,0,0,0,0,0,0,1,0,0
